No,Năm,Tháng,Khách Hàng C2,Khách hàng C1,Tỉnh,Sản phẩm,Số lượng,Doanh thu,Nhóm sản phẩm
4283,2019,Jan,DTP-163,DTP006,Đồng Tháp,MTL,10.0,82321040.64,Fungicide
4284,2019,Jan,DTP-163,DTP006,Đồng Tháp,BOI,1.0,2667099.136,PHG & Fertilizer
4285,2018,Dec,DTP-255,DTP006,Đồng Tháp,MTL,5.0,41160520.32,Fungicide
4286,2018,Dec,DTP-255,DTP006,Đồng Tháp,FAX,5.0,13463721.6,Herbicide & Molluscicide
4287,2018,Dec,DTP-255,DTP006,Đồng Tháp,GN,10.0,26182905.6,Bio-organic
4288,2018,Dec,DTP-255,DTP006,Đồng Tháp,GO,5.0,8214731.52,Insecticide
4289,2018,Dec,DTP-255,DTP006,Đồng Tháp,BOI,10.0,17504906.24,PHG & Fertilizer
4290,2018,Dec,DTP-255,DTP006,Đồng Tháp,JD,10.0,22228583.68,Insecticide
4291,2019,Jan,DTP-255,DTP006,Đồng Tháp,MTL,26.0,214034705.664,Fungicide
4292,2018,Dec,VLG-041,VLG008,Vĩnh Long,RA,2.0,13567129.6,Fungicide
4293,2018,Dec,VLG-041,VLG008,Vĩnh Long,MTL,1.0,8386802.432,Fungicide
4294,2018,Dec,VLG-041,VLG008,Vĩnh Long,JN,2.0,11763694.08,Insecticide
4295,2019,Feb,VLG-041,VLG008,Vĩnh Long,MTL,13.0,107017352.832,Fungicide
4296,2019,Feb,VLG-041,VLG008,Vĩnh Long,MTL,6.0,49392624.384,Fungicide
4297,2019,Feb,VLG-041,VLG008,Vĩnh Long,MTL,18.0,148177873.152,Fungicide
4298,2019,Mar,VLG-041,DTP006,Vĩnh Long,MTL,1.0,8232104.064,Fungicide
4299,2019,Mar,LDG-211,LDG018,Lâm Đồng,JN,1.0,4934629.76,Insecticide
4300,2019,Mar,LDG-211,LDG018,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
4301,2019,Mar,LDG-211,LDG018,Lâm Đồng,DA,4.0,17610796.032,Insecticide
4302,2019,Mar,LDG-211,LDG018,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
4303,2019,Feb,DTP-165,DTP015,Đồng Tháp,MTL,21.0,172874185.344,Fungicide
4304,2018,Sept,QNI-014,QNI002,Quảng Ngãi,UQE,5.3125,34952162.52,Fungicide
4305,2018,Oct,QNI-014,QNI001,Quảng Ngãi,HO,2.0,13869908.224,Fungicide
4306,2018,Oct,QNI-014,QNI001,Quảng Ngãi,MTL,1.0,8386802.432,Fungicide
4307,2018,Oct,QNI-014,QNI001,Quảng Ngãi,DA,2.0,11207772.672,Insecticide
4308,2018,Oct,TGG-133,TGG013,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4309,2018,Dec,TGG-133,TGG013,Tiền Giang,MTL,8.0,65856832.512,Fungicide
4310,2018,Dec,TGG-133,TGG013,Tiền Giang,JO,1.0,3318983.168,Fungicide
4311,2018,Dec,TGG-133,TGG013,Tiền Giang,MTL,17.0,139945769.088,Fungicide
4312,2018,Dec,TGG-133,TGG013,Tiền Giang,JO,2.0,6637966.336,Fungicide
4313,2018,Dec,TGG-133,TGG013,Tiền Giang,MTL,16.0,131713665.024,Fungicide
4314,2018,Dec,BTE-036,BTE003,Bến Tre,MTL,6.0,49392624.384,Fungicide
4315,2018,Dec,BTE-036,BTE003,Bến Tre,MTL,6.0,50320814.592,Fungicide
4316,2018,Dec,BTE-036,BTE003,Bến Tre,MPT,3.0,14707099.391999999,Insecticide
4317,2018,Dec,BTE-036,BTE003,Bến Tre,JN,5.0,29409235.2,Insecticide
4318,2018,Dec,BTE-036,BTE003,Bến Tre,WR,2.0,8203149.824,Insecticide
4319,2018,Dec,BTE-036,BTE003,Bến Tre,PAN,7.0,11842284.16,Herbicide & Molluscicide
4320,2018,Dec,BTE-036,BTE003,Bến Tre,PAN,5.0,8053415.04,Herbicide & Molluscicide
4321,2018,Dec,BTE-036,BTE003,Bến Tre,SO,5.0,6444386.56,PHG & Fertilizer
4322,2018,Dec,LAN-096,LAN006,Long An,MTL,21.0,172874185.344,Fungicide
4323,2018,Dec,LAN-096,LAN006,Long An,PAN,1.0,1610683.008,Herbicide & Molluscicide
4324,2018,Oct,LDG-158,LDG018,Lâm Đồng,MPT,1.0,4527615.872,Insecticide
4325,2018,Oct,LDG-158,LDG018,Lâm Đồng,MPT,0.5,2451183.232,Insecticide
4326,2018,Oct,LDG-158,LDG018,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
4327,2018,Oct,LDG-158,LDG018,Lâm Đồng,PAN,1.0,1610683.008,Herbicide & Molluscicide
4328,2018,Oct,LDG-158,LDG018,Lâm Đồng,SR,0.5,3446381.824,Fungicide
4329,2018,Oct,LDG-158,LDG018,Lâm Đồng,WR,0.5,2331643.584,Insecticide
4330,2019,Feb,KTM-009,GLI002,Kon Tum,FI,4.0,45383703.04,Herbicide & Molluscicide
4331,2019,Feb,KTM-009,GLI002,Kon Tum,FAX,8.0,21541954.56,Herbicide & Molluscicide
4332,2019,Feb,KTM-009,GLI002,Kon Tum,MTL,4.0,32928416.256,Fungicide
4333,2019,Feb,KTM-009,GLI002,Kon Tum,MTL,2.0,17068110.848,Fungicide
4334,2019,Feb,KTM-009,GLI002,Kon Tum,FI,2.0,22691851.52,Herbicide & Molluscicide
4335,2019,Mar,KTM-009,GLI002,Kon Tum,FAX,8.0,21541954.56,Herbicide & Molluscicide
4336,2019,Mar,KTM-009,GLI002,Kon Tum,MTL,4.0,32928416.256,Fungicide
4337,2019,Mar,KTM-009,GLI002,Kon Tum,FI,4.0,45383703.04,Herbicide & Molluscicide
4338,2018,Dec,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4339,2018,Dec,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4340,2018,Dec,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4341,2018,Dec,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4342,2018,Dec,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4343,2019,Jan,TGG-137,TGG004,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4344,2019,Mar,TGG-137,TGG004,Tiền Giang,GN,2.0,5468215.04,Bio-organic
4345,2019,Mar,TGG-137,TGG004,Tiền Giang,JN,3.0,17645541.12,Insecticide
4346,2019,Mar,TGG-137,TGG004,Tiền Giang,JO,1.0,3318983.168,Fungicide
4347,2019,Mar,TGG-137,TGG004,Tiền Giang,JN,3.0,17645541.12,Insecticide
4348,2019,Mar,TGG-137,TGG004,Tiền Giang,JN,1.0,5881847.04,Insecticide
4349,2019,Mar,TGG-137,TGG004,Tiền Giang,MPT,8.0,36220926.976,Insecticide
4350,2019,Mar,TGG-137,TGG004,Tiền Giang,MTL,4.0,33547209.728,Fungicide
4351,2019,Feb,VLG-058,DTP006,Vĩnh Long,MTL,20.0,164642081.28,Fungicide
4352,2019,Feb,VLG-058,DTP006,Vĩnh Long,JD,1.0,2222858.368,Insecticide
4353,2019,Feb,VLG-045,DTP006,Vĩnh Long,MTL,20.0,164642081.28,Fungicide
4354,2019,Feb,VLG-045,DTP006,Vĩnh Long,JD,1.0,2222858.368,Insecticide
4355,2019,Feb,DTP-169,DTP006,Đồng Tháp,MTL,23.0,189338393.472,Fungicide
4356,2019,Feb,DTP-169,DTP006,Đồng Tháp,BOI,7.0,18669693.952,PHG & Fertilizer
4357,2019,Mar,LDG-226,LDG003,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
4358,2019,Mar,LDG-226,LDG003,Lâm Đồng,MTL,1.9,15640997.7216,Fungicide
4359,2019,Mar,LDG-226,LDG003,Lâm Đồng,DA,1.0,4402699.008,Insecticide
4360,2019,Mar,LDG-226,LDG003,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
4361,2019,Mar,LDG-226,LDG003,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
4362,2019,Mar,LDG-226,LDG003,Lâm Đồng,WR,1.0,4663287.168,Insecticide
4363,2019,Feb,VLG-046,DTP006,Vĩnh Long,MTL,20.0,164642081.28,Fungicide
4364,2019,Feb,VLG-046,DTP006,Vĩnh Long,JD,1.0,2222858.368,Insecticide
4365,2018,Oct,KHA-031,KHA004,Khánh Hoà,PAN,5.0,8458774.4,Herbicide & Molluscicide
4366,2018,Oct,KHA-031,KHA004,Khánh Hoà,FL,2.0,13108825.344,Fungicide
4367,2018,Nov,KHA-031,KHA004,Khánh Hoà,FAX,2.0,4373248.4096,Herbicide & Molluscicide
4368,2019,Jan,KHA-031,KHA004,Khánh Hoà,SR,5.0,15854514.56,Fungicide
4369,2019,Jan,KHA-031,KHA004,Khánh Hoà,FY,1.0,9602880.512,Fungicide
4370,2019,Feb,KHA-031,KHA004,Khánh Hoà,SR,5.0,15854514.56,Fungicide
4371,2019,Mar,KHA-031,KHA004,Khánh Hoà,SR,1.0,3170902.912,Fungicide
4372,2019,Feb,DTP-265,DTP015,Đồng Tháp,MTL,30.0,246963121.92,Fungicide
4373,2019,Feb,DTP-265,DTP015,Đồng Tháp,GN,1.0,2618290.56,Bio-organic
4374,2019,Feb,DTP-265,DTP015,Đồng Tháp,JN,10.0,58818470.4,Insecticide
4375,2019,Feb,DTP-265,DTP015,Đồng Tháp,MPT,5.0,23473616.0,Insecticide
4376,2018,Nov,LDG-227,LDG014,Lâm Đồng,MTL,4.0,32928416.256,Fungicide
4377,2018,Nov,LDG-227,LDG014,Lâm Đồng,GO,5.0,8214731.52,Insecticide
4378,2018,Nov,LDG-227,LDG014,Lâm Đồng,JN,2.0,9869259.52,Insecticide
4379,2018,Nov,LDG-227,LDG014,Lâm Đồng,HO,3.0,21574217.856,Fungicide
4380,2018,Nov,LDG-227,LDG014,Lâm Đồng,MPT,5.0,22638079.36,Insecticide
4381,2019,Feb,VLG-047,DTP006,Vĩnh Long,MTL,40.0,329284162.56,Fungicide
4382,2019,Feb,VLG-047,DTP006,Vĩnh Long,FAX,1.0,2692744.32,Herbicide & Molluscicide
4383,2018,Dec,LDG-162,LDG003,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
4384,2018,Dec,LDG-162,LDG003,Lâm Đồng,JN,5.0,24673148.8,Insecticide
4385,2018,Dec,LDG-162,LDG003,Lâm Đồng,DA,6.0,26416194.048,Insecticide
4386,2018,Dec,LDG-162,LDG003,Lâm Đồng,RA,4.0,33914514.944,Fungicide
4387,2018,Dec,LDG-162,LDG003,Lâm Đồng,HO,2.0,14382811.904,Fungicide
4388,2018,Dec,LDG-162,LDG003,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
4389,2019,Feb,LDG-162,LDG003,Lâm Đồng,JN,1.0,4934629.76,Insecticide
4390,2019,Feb,LDG-162,LDG003,Lâm Đồng,PAN,1.0,1610683.008,Herbicide & Molluscicide
4391,2019,Feb,LDG-162,LDG003,Lâm Đồng,MPT,2.0,6878554.561536,Insecticide
4392,2019,Feb,LDG-162,LDG003,Lâm Đồng,MTL,1.0,8620918.144,Fungicide
4393,2019,Mar,LDG-162,LDG018,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
4394,2019,Mar,LDG-162,LDG018,Lâm Đồng,MTL,1.0,8620918.144,Fungicide
4395,2019,Mar,LDG-162,LDG018,Lâm Đồng,JD,3.0,6668575.104,Insecticide
4396,2019,Mar,LDG-162,LDG018,Lâm Đồng,DA,1.0,4402699.008,Insecticide
4397,2019,Mar,LDG-162,LDG018,Lâm Đồng,GN,2.0,5236581.12,Bio-organic
4398,2019,Mar,LDG-162,LDG018,Lâm Đồng,MPT,2.75,12450943.648,Insecticide
4399,2019,Mar,LDG-162,LDG018,Lâm Đồng,JN,1.0,4934629.76,Insecticide
4400,2019,Mar,LDG-162,LDG018,Lâm Đồng,PAN,5.0,8053415.04,Herbicide & Molluscicide
4401,2019,Mar,LDG-162,LDG018,Lâm Đồng,DA,4.0,17610796.032,Insecticide
4402,2019,Mar,LDG-162,LDG018,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
4403,2018,Dec,LDG-254,LDG014,Lâm Đồng,MTL,9.0,74088936.576,Fungicide
4404,2018,Dec,LDG-254,LDG014,Lâm Đồng,HO,5.0,35957029.76,Fungicide
4405,2018,Dec,LDG-254,LDG014,Lâm Đồng,GO,3.0,4928838.912,Insecticide
4406,2018,Dec,LDG-254,LDG014,Lâm Đồng,MPT,10.0,45276158.72,Insecticide
4407,2018,Oct,KHA-032,KHA004,Khánh Hoà,FY,2.0,19205761.024,Fungicide
4408,2018,Oct,KHA-032,KHA004,Khánh Hoà,PAN,1.0,1691754.88,Herbicide & Molluscicide
4409,2018,Nov,KHA-032,KHA004,Khánh Hoà,FAX,2.0,4373248.4096,Herbicide & Molluscicide
4410,2018,Oct,TGG-138,TGG001,Tiền Giang,MTL,5.0,41160520.32,Fungicide
4411,2018,Oct,TGG-138,TGG001,Tiền Giang,BOI,4.0,7001962.496,PHG & Fertilizer
4412,2018,Dec,TGG-138,TGG001,Tiền Giang,MTL,3.0,24696312.192,Fungicide
4413,2019,Jan,TGG-138,TGG001,Tiền Giang,MTL,9.0,74088936.576,Fungicide
4414,2019,Jan,TGG-138,TGG001,Tiền Giang,JD,3.0,6668575.104,Insecticide
4415,2019,Feb,TGG-138,TGG001,Tiền Giang,MTL,10.0,82321040.64,Fungicide
4416,2019,Feb,TGG-138,TGG001,Tiền Giang,JD,2.0,4445716.736,Insecticide
4417,2018,Oct,KHA-035,KHA004,Khánh Hoà,MTL,3.0,25160407.296,Fungicide
4418,2018,Oct,KHA-035,KHA004,Khánh Hoà,LS,2.0,13424840.192,Fungicide
4419,2018,Oct,KHA-035,KHA004,Khánh Hoà,LS,1.0,6712420.096,Fungicide
4420,2018,Oct,KHA-035,KHA004,Khánh Hoà,FI,1.0,11345925.76,Herbicide & Molluscicide
4421,2018,Oct,KHA-035,KHA004,Khánh Hoà,FAX,4.0,8746496.8192,Herbicide & Molluscicide
4422,2018,Sept,NTN-001,NTN002,Ninh Thuận,MTL,4.0,33547209.728,Fungicide
4423,2018,Sept,NTN-001,NTN002,Ninh Thuận,MTL,8.0,65856832.512,Fungicide
4424,2018,Sept,NTN-001,NTN002,Ninh Thuận,MPT,10.0,45276158.72,Insecticide
4425,2018,Sept,NTN-001,NTN002,Ninh Thuận,MPO,5.0,29447289.344000008,PCO
4426,2018,Dec,BTN-088,BTN002,Bình Thuận,MTL,6.0,49392624.384,Fungicide
4427,2018,Dec,BTN-088,BTN002,Bình Thuận,JN,2.0,11763694.08,Insecticide
4428,2018,Dec,BTN-088,BTN002,Bình Thuận,JN,5.0,24673148.8,Insecticide
4429,2019,Feb,BTN-088,BTN002,Bình Thuận,FI,1.0,11345925.76,Herbicide & Molluscicide
4430,2019,Feb,BTN-088,BTN002,Bình Thuận,MTL,3.0,24696312.192,Fungicide
4431,2019,Feb,BTN-088,BTN002,Bình Thuận,SR,3.0,20678290.944,Fungicide
4432,2019,Feb,BTN-088,BTN002,Bình Thuận,JN,4.0,19738519.04,Insecticide
4433,2018,Oct,QNM-001,QNM010,Quảng Nam,MPO,4.0,23557831.475200005,PCO
4434,2018,Oct,QNM-001,QNM010,Quảng Nam,MTL,5.0,41934012.16,Fungicide
4435,2018,Oct,QNM-001,QNM010,Quảng Nam,MPT,4.0,19609465.856,Insecticide
4436,2018,Oct,QNM-001,QNM010,Quảng Nam,SO,4.0,8424856.576,PHG & Fertilizer
4437,2018,Oct,BDH-011,BDH005,Bình Định,MTL,1.0,8232104.064,Fungicide
4438,2018,Oct,BDH-011,BDH005,Bình Định,JN,2.0,11763694.08,Insecticide
4439,2018,Oct,BDH-011,BDH005,Bình Định,RA,2.0,13567129.6,Fungicide
4440,2018,Oct,BDH-011,BDH005,Bình Định,RA,1.40625,9539388.0,Fungicide
4441,2018,Oct,BDH-011,BDH005,Bình Định,JN,2.0,11763694.08,Insecticide
4442,2018,Dec,LDG-167,LDG005,Lâm Đồng,RA,5.0,42393143.68,Fungicide
4443,2018,Dec,LDG-167,LDG005,Lâm Đồng,SR,3.0,20678290.944,Fungicide
4444,2018,Dec,LDG-167,LDG005,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
4445,2018,Dec,LDG-167,LDG005,Lâm Đồng,MPT,9.0,40748542.848,Insecticide
4446,2018,Dec,LDG-167,LDG005,Lâm Đồng,PAN,12.0,19328196.096,Herbicide & Molluscicide
4447,2019,Jan,LDG-169,LDG018,Lâm Đồng,MPT,8.0,36220926.976,Insecticide
4448,2019,Jan,LDG-169,LDG018,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
4449,2019,Jan,LDG-169,LDG018,Lâm Đồng,SR,3.0,20678290.944,Fungicide
4450,2019,Jan,LDG-169,LDG018,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
4451,2019,Jan,LDG-169,LDG018,Lâm Đồng,BOI,2.5,4376226.56,PHG & Fertilizer
4452,2019,Jan,LDG-169,LDG018,Lâm Đồng,PAN,3.0,5075264.64,Herbicide & Molluscicide
4453,2019,Jan,LDG-169,LDG018,Lâm Đồng,PAN,7.0,11274781.056,Herbicide & Molluscicide
4454,2018,Oct,LDG-169,LDG003,Lâm Đồng,WR,0.3333333333333333,1554429.056,Insecticide
4455,2018,Oct,LDG-169,LDG003,Lâm Đồng,WR,1.0,4663287.168,Insecticide
4456,2018,Oct,LDG-169,LDG003,Lâm Đồng,MPT,5.0,17196386.403839998,Insecticide
4457,2018,Oct,LDG-169,LDG003,Lâm Đồng,MTL,2.0,16464208.128,Fungicide
4458,2018,Oct,LDG-169,LDG003,Lâm Đồng,JN,1.0,4934629.76,Insecticide
4459,2018,Oct,LDG-169,LDG003,Lâm Đồng,WR,0.5,2331643.584,Insecticide
4460,2018,Oct,LDG-169,LDG003,Lâm Đồng,MPT,5.0,17196386.403839998,Insecticide
4461,2018,Oct,LDG-169,LDG003,Lâm Đồng,MTL,2.0,16464208.128,Fungicide
4462,2018,Dec,LDG-169,LDG003,Lâm Đồng,MTL,8.0,65856832.512,Fungicide
4463,2018,Dec,LDG-169,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
4464,2018,Dec,LDG-169,LDG003,Lâm Đồng,RA,2.0,16957257.472,Fungicide
4465,2018,Dec,LDG-169,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
4466,2018,Dec,LDG-169,LDG003,Lâm Đồng,FY,4.0,38209669.632,Fungicide
4467,2018,Dec,LDG-169,LDG003,Lâm Đồng,MPT,2.0,9055231.744,Insecticide
4468,2018,Dec,LDG-169,LDG003,Lâm Đồng,PAN,8.0,12885464.064,Herbicide & Molluscicide
4469,2019,Mar,LDG-169,LDG003,Lâm Đồng,HO,1.0,7191405.952,Fungicide
4470,2019,Mar,LDG-169,LDG003,Lâm Đồng,RA,2.0,16957257.472,Fungicide
4471,2019,Mar,LDG-169,LDG003,Lâm Đồng,PAN,1.0,1610683.008,Herbicide & Molluscicide
4472,2019,Mar,LDG-169,LDG003,Lâm Đồng,WR,1.0,4663287.168,Insecticide
4473,2019,Mar,LDG-169,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
4474,2019,Mar,LDG-169,LDG003,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
4475,2019,Mar,LDG-169,LDG003,Lâm Đồng,MPT,6.0,27165695.232,Insecticide
4476,2019,Mar,LDG-169,LDG003,Lâm Đồng,HO,5.0,35957029.76,Fungicide
4477,2019,Mar,LDG-169,LDG003,Lâm Đồng,RA,5.0,42393143.68,Fungicide
4478,2019,Mar,LDG-169,LDG003,Lâm Đồng,PAN,20.0,32213660.16,Herbicide & Molluscicide
4479,2019,Mar,LDG-169,LDG003,Lâm Đồng,WR,3.0,13989861.504,Insecticide
4480,2019,Mar,LDG-169,LDG003,Lâm Đồng,MPT,5.0,24511832.32,Insecticide
4481,2019,Mar,LDG-169,LDG003,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
4482,2019,Feb,DTP-174,DTP006,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
4483,2019,Feb,DTP-174,DTP006,Đồng Tháp,SO,1.0,1288877.312,PHG & Fertilizer
4484,2019,Mar,DTP-174,DTP006,Đồng Tháp,MTL,8.0,65856832.512,Fungicide
4485,2019,Mar,DTP-174,DTP006,Đồng Tháp,SO,1.0,1288877.312,PHG & Fertilizer
4486,2018,Dec,TGG-140,TGG002,Tiền Giang,MTL,7.0,57624728.448,Fungicide
4487,2018,Dec,TGG-140,TGG002,Tiền Giang,JD,12.0,26674300.416,Insecticide
4488,2018,Dec,LAN-101,LAN006,Long An,JN,1.0,5881847.04,Insecticide
4489,2018,Dec,LAN-101,LAN006,Long An,MTL,20.0,164642081.28,Fungicide
4490,2019,Mar,LDG-170,LDG005,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
4491,2019,Mar,LDG-170,LDG005,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
4492,2019,Mar,LDG-170,LDG005,Lâm Đồng,DA,2.0,8805398.016,Insecticide
4493,2019,Mar,LDG-170,LDG018,Lâm Đồng,HO,2.0,14382811.904,Fungicide
4494,2019,Mar,LDG-170,LDG018,Lâm Đồng,JN,2.0,9869259.52,Insecticide
4495,2019,Mar,LDG-170,LDG018,Lâm Đồng,DA,1.0,4402699.008,Insecticide
4496,2019,Mar,LDG-170,LDG018,Lâm Đồng,RA,2.0,16957257.472,Fungicide
4497,2019,Mar,LDG-170,LDG003,Lâm Đồng,JN,1.0,4934629.76,Insecticide
4498,2019,Mar,LDG-170,LDG003,Lâm Đồng,WR,1.0,4663287.168,Insecticide
4499,2019,Mar,LDG-170,LDG003,Lâm Đồng,RA,1.0,8478628.736,Fungicide
4500,2019,Mar,LDG-170,LDG003,Lâm Đồng,MPT,2.0,9804732.928,Insecticide
4501,2019,Mar,LDG-170,LDG003,Lâm Đồng,PAN,10.0,16106830.08,Herbicide & Molluscicide
4502,2019,Mar,QTI-014,QTI001,Quảng Trị,FI,5.0,56729628.8,Herbicide & Molluscicide
4503,2019,Mar,QTI-014,QTI001,Quảng Trị,EL,5.0,38095507.2,Herbicide & Molluscicide
4504,2019,Mar,QTI-014,QTI001,Quảng Trị,FAX,10.0,27572709.12,Herbicide & Molluscicide
4505,2019,Mar,QTI-014,QTI001,Quảng Trị,WR,5.0,14361303.04,Insecticide
4506,2019,Mar,QTI-014,QTI001,Quảng Trị,WR,6.0,24609449.472,Insecticide
4507,2019,Mar,QTI-014,QTI001,Quảng Trị,JN,2.0,11763694.08,Insecticide
4508,2019,Mar,QTI-014,QTI001,Quảng Trị,FY,5.0,48014402.56,Fungicide
4509,2019,Mar,QTI-014,QTI001,Quảng Trị,SR,3.0,9512708.736,Fungicide
4510,2018,Oct,DNG-022,DLK004,Đắk Nông,MTL,2.0,16464208.128,Fungicide
4511,2018,Oct,DNG-022,DLK004,Đắk Nông,MPT,2.0,9055231.744,Insecticide
4512,2018,Oct,DNG-022,DLK004,Đắk Nông,MPT,1.0,4902366.464,Insecticide
4513,2018,Oct,DNG-022,DLK004,Đắk Nông,GN,1.0,2734107.52,Bio-organic
4514,2018,Sept,DNG-022,DLK004,Đắk Nông,MTL,2.0,16464208.128,Fungicide
4515,2018,Sept,DNG-022,DLK004,Đắk Nông,HO,1.0,7191405.952,Fungicide
4516,2018,Dec,DNG-022,DLK004,Đắk Nông,SR,1.0,6892763.648,Fungicide
4517,2018,Dec,DNG-022,DLK004,Đắk Nông,HO,2.0,14382811.904,Fungicide
4518,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,3.0,14707099.391999999,Insecticide
4519,2018,Dec,DNG-022,DLK004,Đắk Nông,GN,2.0,5468215.04,Bio-organic
4520,2018,Dec,DNG-022,DLK004,Đắk Nông,SO,5.0,6444386.56,PHG & Fertilizer
4521,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,4.0,19609465.856,Insecticide
4522,2018,Dec,DNG-022,DLK004,Đắk Nông,SO,2.0,2410647.296,PHG & Fertilizer
4523,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,1.5,7353549.6959999995,Insecticide
4524,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,6.0,27165695.232,Insecticide
4525,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,2.0,9804732.928,Insecticide
4526,2018,Dec,DNG-022,DLK004,Đắk Nông,MPT,3.0,13582847.616,Insecticide
4527,2018,Dec,LDG-241,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
4528,2018,Dec,LDG-241,LDG003,Lâm Đồng,JN,3.0,14803889.28,Insecticide
4529,2018,Dec,LDG-241,LDG003,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
4530,2018,Dec,LDG-241,LDG003,Lâm Đồng,PAN,10.0,16106830.08,Herbicide & Molluscicide
4531,2018,Dec,LDG-241,LDG003,Lâm Đồng,HO,3.0,21574217.856,Fungicide
4532,2018,Dec,LDG-241,LDG003,Lâm Đồng,MPT,5.0,24511832.32,Insecticide
4533,2018,Dec,LDG-241,LDG003,Lâm Đồng,RA,4.0,33914514.944,Fungicide
4534,2019,Mar,LDG-241,LDG003,Lâm Đồng,DA,4.0,17610796.032,Insecticide
4535,2019,Mar,LDG-241,LDG003,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
4536,2019,Mar,LDG-241,LDG003,Lâm Đồng,DA,2.0,8805398.016,Insecticide
4537,2019,Mar,LDG-241,LDG003,Lâm Đồng,JN,2.0,9869259.52,Insecticide
4538,2019,Mar,LDG-241,LDG003,Lâm Đồng,HO,2.0,14382811.904,Fungicide
4539,2019,Mar,LDG-241,LDG003,Lâm Đồng,WR,2.0,9326574.336,Insecticide
4540,2019,Mar,LDG-241,LDG003,Lâm Đồng,RA,3.0,25435886.208,Fungicide
4541,2018,Nov,LDG-241,LDG018,Lâm Đồng,SN,2.0,13522457.344,Insecticide
4542,2018,Nov,LDG-241,LDG018,Lâm Đồng,RA,3.0,25435886.208,Fungicide
4543,2018,Nov,LDG-241,LDG018,Lâm Đồng,MTL,1.0,8232104.064,Fungicide
4544,2019,Mar,LDG-241,LDG018,Lâm Đồng,MTL,6.0,49392624.384,Fungicide
4545,2019,Mar,LDG-241,LDG018,Lâm Đồng,DA,5.0,22013495.04,Insecticide
4546,2019,Mar,LDG-241,LDG018,Lâm Đồng,PAN,10.0,16106830.08,Herbicide & Molluscicide
4547,2018,Dec,DTP-217,DTP006,Đồng Tháp,MTL,21.0,172874185.344,Fungicide
4548,2019,Mar,LDG-172,LDG018,Lâm Đồng,LS,2.0,13112134.4,Fungicide
4549,2019,Mar,LDG-172,LDG018,Lâm Đồng,SN,1.0,6761228.672,Insecticide
4550,2019,Mar,LDG-172,LDG018,Lâm Đồng,MPT,3.0,13582847.616,Insecticide
4551,2019,Mar,LDG-172,LDG018,Lâm Đồng,MTL,2.0,16464208.128,Fungicide
4552,2018,Dec,LDG-173,LDG003,Lâm Đồng,MTL,5.0,41160520.32,Fungicide
4553,2018,Dec,LDG-173,LDG003,Lâm Đồng,DA,3.0,13208097.024,Insecticide
4554,2018,Dec,LDG-173,LDG003,Lâm Đồng,HO,3.0,21574217.856,Fungicide
4555,2018,Dec,LDG-173,LDG003,Lâm Đồng,RA,4.0,33914514.944,Fungicide
4556,2018,Dec,LDG-173,LDG003,Lâm Đồng,PAN,15.0,24160245.12,Herbicide & Molluscicide
4557,2018,Dec,LDG-173,LDG003,Lâm Đồng,MPT,4.0,18110463.488,Insecticide
4558,2018,Dec,LDG-173,LDG003,Lâm Đồng,MPT,3.0,14707099.391999999,Insecticide
