No,Tháng,Năm,Khách hàng C2,Khách Hàng C1,Tỉnh,Tên hoạt động,Số lượng,Nhóm Sản phẩm,Sản Phẩm,Cây Trồng,SL Nông Dân,Đầu tư,Triển khai
869,Mar,2019,DTP-245,DTP015,Đồng Tháp,E200,1.0,Fungicide,FY,Lúa,200,82562350.0,SE
870,Mar,2019,DTP-133,DTP015,Đồng Tháp,E200,1.0,Fungicide,FY,Lúa,200,82562350.0,SE
871,Mar,2019,HGG-036,STG013,Hậu Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
872,Apr,2019,HGG-046,STG013,Hậu Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
873,Mar,2019,LDG-235,LDG014,Lâm Đồng,E30,1.0,Fungicide,HO,Sầu Riêng,30,11225975.0,ST
874,Mar,2019,LDG-071,LDG003,Lâm Đồng,E30,1.0,Fungicide,RA,Cà chua,30,11225975.0,ST
875,Mar,2019,CTO-035,CTO018,Cần Thơ,E200,1.0,Fungicide,RA,Dưa hấu,200,82562350.0,SE
876,Mar,2019,BPC-031,bpc024,Bình Phước,E60,1.0,Fungicide,HO,Sầu Riêng,60,22094150.0,SE
877,Mar,2019,DNI-008,DNI022,Đồng Nai,E30,1.0,Fungicide,RA,Sầu Riêng,30,11225975.0,SE
878,Apr,2019,DNI-073,DNI001,Đồng Nai,E30,1.0,Fungicide,SR,Lúa,30,11225975.0,SE
879,Mar,2019,BTN-134,DNI020,Đồng Nai,E60,1.0,Fungicide,HO,Lúa,60,22094150.0,SE
880,Mar,2019,BTN-031,DNI020,Đồng Nai,E30,1.0,Fungicide,HO,Lúa,30,11225975.0,SE
881,Mar,2019,HUE-002,QTI001,Thừa Thiên - Huế,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
882,Apr,2019,QTI-008,QTI001,Quảng Trị,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
883,Apr,2019,CTO-064,CTO018,Cần Thơ,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
884,Apr,2019,CTO-040,CTO018,Cần Thơ,E30,1.0,Fungicide,MAL,Xoài,30,11225975.0,SE
885,Apr,2019,CTO-054,CTO018,Cần Thơ,E30,1.0,Fungicide,MAL,Xoài,30,11225975.0,SE
886,Apr,2019,CTO-005,CTO018,Cần Thơ,E30,1.0,Fungicide,MAL,Mận,30,11225975.0,SE
887,Apr,2019,CTO-031,CTO018,Cần Thơ,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
888,Apr,2019,DNI-069,DNI003,Đồng Nai,E30,1.0,Insecticide,DA,Sầu Riêng,30,11225975.0,SE
889,Apr,2019,LAN-038,LAN032,Long An,E30,1.0,Fungicide,HO,Lúa,30,11225975.0,SE
890,Apr,2019,AGG-272,AGG029,An Giang,E30,1.0,Fungicide,FY,Nếp,30,11225975.0,SE
891,Apr,2019,AGG-079,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
892,Apr,2019,AGG-007,AGG029,An Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
893,Apr,2019,KGG-221,KGG008,Kiên Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
894,Apr,2019,KGG-213,KGG008,Kiên Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
895,Apr,2019,BTN-065,BTN002,Bình Thuận,E30,1.0,Herbicide & Molluscicide,FI,Lúa,30,11225975.0,SE
896,Apr,2019,BTN-053,BTN002,Bình Thuận,E30,1.0,Herbicide & Molluscicide,FI,Lúa,30,11225975.0,SE
897,Apr,2019,BTN-003,BTN002,Bình Thuận,E30,1.0,Herbicide & Molluscicide,FI,Lúa,30,11225975.0,SE
898,Apr,2019,BTN-108,BTN002,Bình Thuận,E30,1.0,Herbicide & Molluscicide,FI,Lúa,30,11225975.0,SE
899,Apr,2019,BTN-059,BTN002,Bình Thuận,E30,1.0,Herbicide & Molluscicide,FI,Lúa,30,11225975.0,SE
900,Apr,2019,NTN-017,NTN002,Ninh Thuận,E30,1.0,Fungicide,SR,Lúa,30,11225975.0,SE
901,Apr,2018,NTN-019,NTN002,Ninh Thuận,E30,1.0,Fungicide,SR,Lúa,30,11225975.0,SE
902,Apr,2019,GLI-005,GLI002,Gia Lai,E30,1.0,Fungicide,HO,Sầu Riêng,30,11225975.0,SE
903,Apr,2019,GLI-049,GLI002,Gia Lai,E30,1.0,Fungicide,HO,Sầu Riêng,30,11225975.0,SE
904,Apr,2019,VLG-058,VLG008,Vĩnh Long,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
905,Apr,2019,VLG-046,VLG008,Vĩnh Long,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
906,Apr,2019,VLG-060,VLG008,Vĩnh Long,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
907,Apr,2019,BLU-018,STG010,Bạc Liêu,E30,2.0,Fungicide,FY,Lúa,60,22451950.0,SE
908,Apr,2019,BLU-004,STG010,Bạc Liêu,E30,2.0,Fungicide,FY,Lúa,60,22451950.0,SE
909,Apr,2019,BLU-059,STG010,Bạc Liêu,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
910,Apr,2019,DNI-104,DNI001,Đồng Nai,E30,1.0,Insecticide,MPT,Bưởi,30,11225975.0,SE
911,Apr,2019,DNI-081,DNI001,Đồng Nai,E30,2.0,Insecticide,MPT,Bưởi,60,22451950.0,SE
912,Apr,2019,HGG-113,STG013,Hậu Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
913,Apr,2019,HGG-103,HGG003,Hậu Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
914,Apr,2019,HGG-015,STG013,Hậu Giang,E30,1.0,Fungicide,FY,Lúa,30,11225975.0,SE
915,Nov,2018,KGG-014,KGG008,Kiên Giang,CM,1.0,Fungicide,FY,Lúa,100,24554025.000000004,SE
916,Dec,2018,AGG-272,AGG023,An Giang,CM,1.0,Fungicide,HO,Lúa,100,24554025.000000004,ST
917,Dec,2018,KHA-055,NTN002,Khánh Hoà,CM,1.0,Fungicide,MAL,Sầu Riêng,100,24554025.000000004,ST
918,Dec,2018,TGG-110,TGG002,Tiền Giang,CM,1.0,Fungicide,MAL,Sầu Riêng,100,24554025.000000004,ST
919,Dec,2018,VTU-006,DNI023,Bà Rịa - Vũng Tàu,CM,1.0,Fungicide,HO,Sầu Riêng,100,24554025.000000004,ST
920,Dec,2018,GLI-089,CTO018,Cần Thơ,CM,1.0,Fungicide,MAL,Sầu Riêng,100,24554025.000000004,ST
921,Mar,2019,DTP-169,DTP006,Đồng Tháp,CM,1.0,Fungicide,MAL,Sầu Riêng,100,24554025.000000004,ST
922,Mar,2019,LDG-235,LDG014,Lâm Đồng,CM,1.0,Fungicide,HO,Sầu Riêng,100,24554025.000000004,ST
923,Mar,2019,LDG-071,LDG003,Lâm Đồng,CM,1.0,Fungicide,RA,Cà chua,100,24554025.000000004,ST
